0, 2.957344, 6.439518, 0, 1, 0, 1, 4.425297, 2.9773, (0.97, 0.00, 0.00), (0.00, -0.01, 1.00), (0.59, 0.00, 0.00), (0.00, 0.95, 1.00)
0.02, 1.343844, 1.343834, 1, 0, 1, 1, 3.043879, 3.093862, (0.26, 0.00, 0.00), (0.00, -0.71, 1.00), (0.62, 0.00, 0.00), (0.00, -0.12, 1.00)
0.072996, 8.773275, 6.168237, 1, 1, 0, 0, 4.400095, 2.783778, (-0.83, 0.00, 0.00), (0.00, -0.06, 1.00), (0.39, 0.00, 0.00), (0.00, -0.30, 1.00)
0.0923929, 8.957172, 3.381694, 1, 1, 0, 0, 3.344111, 2.507726, (-0.99, 0.00, 0.00), (0.00, -0.91, 1.00), (-0.58, 0.00, 0.00), (0.00, -0.66, 1.00)
0.0989543, 2.299404, 3.992718, 0, 0, 0, 0, 4.036073, 3.419919, (0.87, 0.00, 0.00), (0.00, -0.97, 1.00), (-0.32, 0.00, 0.00), (0.00, 0.08, 1.00)
0.1099154, 2.675016, 5.960527, 0, 0, 0, 0, 2.878941, 4.435768, (-0.89, 0.00, 0.00), (0.00, 0.28, 1.00), (0.94, 0.00, 0.00), (0.00, -0.23, 1.00)
0.1139293, 8.781444, 8.908966, 1, 0, 0, 0, 3.822155, 4.405552, (-0.56, 0.00, 0.00), (0.00, 0.34, 1.00), (-0.73, 0.00, 0.00), (0.00, -0.33, 1.00)
0.1167102, 4.139453, 4.554144, 1, 0, 1, 0, 2.519066, 3.325651, (0.18, 0.00, 0.00), (0.00, 0.33, 1.00), (-0.20, 0.00, 0.00), (0.00, 0.56, 1.00)
0.12676, 6.780279, 9.569079, 1, 0, 1, 0, 3.20936, 4.298495, (0.82, 0.00, 0.00), (0.00, -0.29, 1.00), (-0.86, 0.00, 0.00), (0.00, 0.78, 1.00)
0.1366683, 3.010466, 1.617407, 0, 0, 0, 0, 4.330807, 4.390626, (0.41, 0.00, 0.00), (0.00, 0.88, 1.00), (0.55, 0.00, 0.00), (0.00, -0.02, 1.00)
0.1467091, 0.9849915, 9.316215, 1, 1, 1, 1, 4.263041, 2.813068, (-0.63, 0.00, 0.00), (0.00, -0.51, 1.00), (0.69, 0.00, 0.00), (0.00, -0.14, 1.00)
0.1570457, 7.684796, 8.412678, 1, 1, 0, 0, 4.072789, 3.133061, (-0.66, 0.00, 0.00), (0.00, -0.56, 1.00), (-0.10, 0.00, 0.00), (0.00, 0.26, 1.00)
0.1667645, 9.973075, 3.114394, 0, 1, 0, 1, 4.291458, 2.927388, (0.66, 0.00, 0.00), (0.00, 0.69, 1.00), (-0.52, 0.00, 0.00), (0.00, -0.75, 1.00)
0.1877512, 1.354262, 6.239591, 1, 0, 0, 1, 4.123929, 4.306232, (0.66, 0.00, 0.00), (0.00, 0.72, 1.00), (0.90, 0.00, 0.00), (0.00, -0.85, 1.00)
0.2069901, 2.353491, 0.55321, 0, 1, 1, 0, 4.46917, 2.928603, (-0.32, 0.00, 0.00), (0.00, -0.77, 1.00), (0.72, 0.00, 0.00), (0.00, -0.35, 1.00)
0.2099849, 8.789381, 3.269675, 0, 0, 1, 1, 3.614873, 3.091144, (-0.79, 0.00, 0.00), (0.00, -0.24, 1.00), (-0.38, 0.00, 0.00), (0.00, 0.32, 1.00)
0.2157876, 3.782163, 3.854401, 1, 1, 0, 1, 3.022341, 2.832065, (-0.11, 0.00, 0.00), (0.00, -0.14, 1.00), (-0.86, 0.00, 0.00), (0.00, 0.56, 1.00)
0.2187341, 5.770513, 2.953696, 1, 0, 1, 0, 2.990754, 2.706792, (0.54, 0.00, 0.00), (0.00, -0.30, 1.00), (0.89, 0.00, 0.00), (0.00, -0.93, 1.00)
0.2251174, 4.444165, 8.817246, 1, 1, 1, 1, 3.93109, 3.572084, (0.55, 0.00, 0.00), (0.00, 0.18, 1.00), (-0.89, 0.00, 0.00), (0.00, 1.00, 1.00)
0.2349308, 1.163835, 9.287537, 0, 1, 0, 1, 2.638781, 4.389225, (-0.64, 0.00, 0.00), (0.00, -0.23, 1.00), (-0.44, 0.00, 0.00), (0.00, -0.28, 1.00)
0.2446653, 5.604304, 3.083267, 0, 1, 1, 0, 3.406824, 2.935485, (-0.63, 0.00, 0.00), (0.00, -0.76, 1.00), (-0.97, 0.00, 0.00), (0.00, -0.81, 1.00)
0.2562897, 5.109651, 6.570955, 0, 0, 0, 1, 4.307922, 4.366941, (0.79, 0.00, 0.00), (0.00, -0.11, 1.00), (-0.23, 0.00, 0.00), (0.00, 0.37, 1.00)
0.2615906, 7.553507, 8.659683, 1, 1, 0, 1, 3.84345, 3.732082, (-0.38, 0.00, 0.00), (0.00, 0.36, 1.00), (0.19, 0.00, 0.00), (0.00, 0.19, 1.00)
0.2738733, 9.991402, 4.201259, 0, 0, 1, 0, 2.902034, 3.90087, (0.00, 0.00, 0.00), (0.00, -0.38, 1.00), (-0.14, 0.00, 0.00), (0.00, 0.08, 1.00)
0.2816075, 8.458736, 9.465068, 0, 0, 0, 0, 2.854135, 4.143349, (0.12, 0.00, 0.00), (0.00, 0.75, 1.00), (0.80, 0.00, 0.00), (0.00, -0.81, 1.00)
0.2900125, 9.408088, 6.899239, 1, 0, 1, 1, 3.491354, 4.064685, (0.76, 0.00, 0.00), (0.00, 0.20, 1.00), (0.96, 0.00, 0.00), (0.00, 0.53, 1.00)
0.2981984, 6.640361, 5.840203, 0, 1, 1, 0, 4.441978, 3.122663, (-0.03, 0.00, 0.00), (0.00, -0.05, 1.00), (0.71, 0.00, 0.00), (0.00, 0.97, 1.00)
0.3077161, 0.6369088, 7.152578, 0, 1, 1, 0, 3.514344, 4.485082, (0.75, 0.00, 0.00), (0.00, -0.82, 1.00), (-0.71, 0.00, 0.00), (0.00, 0.12, 1.00)
0.317084, 1.267721, 2.372128, 1, 1, 1, 0, 3.933674, 4.200824, (-0.11, 0.00, 0.00), (0.00, -0.02, 1.00), (0.02, 0.00, 0.00), (0.00, 0.09, 1.00)
